x,y
3.607019440959469,0.04914304644900991
2.760020071815903,0.00769617195006278
4.582841828056918,0.008156977372257401
3.4459958773483557,0.023384873872330125
2.4972833392694427,0.006170046153249675
4.247380433940998,0.01940323513699571
0.56550067210973,0.005050009094720753
3.860896899082022,0.021404698914838427
1.7914671741161174,0.02884613646535339
2.4678773104801968,0.04136376985805423
2.49889161205006,0.03908000897947561
1.0509658969426066,0.018872255376562563
3.6268869452106784,0.029555913347218965
4.587284853993712,0.0042297730795723965
2.184893240064878,0.01201366478903676
4.004081623429993,0.029520719548132845
3.7958809210585303,0.03797560364647001
3.8399917382992834,0.04434080807589824
2.16912527372453,0.021132381937873035
2.1140192762740466,0.02677364410800598
1.5175814916116077,0.02620061927015538
4.426500569649361,0.021490586381041066
3.8981417764221895,0.045032728117941456
2.6054421021815077,0.0081465688258624
1.385202260171579,0.014163837532719992
0.8487598038335747,0.012088789997873217
3.164616371559004,0.013215605057240065
2.308206864119141,0.008164088829204719
3.1313742290895314,0.008249566267278574
1.0671575660567867,0.016258711358495326
3.343859785726117,0.043986748736100534
1.3938742336316894,0.019550822252934807
3.648758717770008,0.029983522788021855
3.3618345491846795,0.016815435270039814
1.798781680883591,0.018324590319944267
3.5269552258199606,0.027260647815098515
3.8578728614128006,0.02293286402185757
2.5376009711034406,0.028726586594718828
1.0997232293500414,0.006904923134380514
3.754333086559366,0.022501900968367128
3.7297764910395923,0.03093707229671372
1.9882480242000238,0.020774794196517732
3.2308987968642917,0.015946625663418867
1.705756961110501,0.028952268581349028
3.317362854509499,0.030373713281724335
3.126567747950368,0.04256143414365354
2.2542185173661955,0.007190122533594856
3.1391175733298304,0.018625599244217472
2.5778406543045804,0.004956783614267213
1.9555539681988905,0.030714899971027165
3.9088815455851273,0.030118424678822642
2.813894998834476,0.041237533887018785
3.720533601514895,0.027929855505013812
3.1760427811298886,0.011727584910761202
2.7434287950689735,0.009941820118466005
3.920384158903028,0.013225913652256782
3.1406762587709673,0.009909143553492594
2.9340608531309886,0.019049019462780592
4.243998211971877,0.011213535256147544
3.1614219451184673,0.01790601111377299
1.3599321497868626,0.005063197635489125
3.130662352734629,0.004267231622332002
1.6017452477726857,0.005691375518271702
0.8962129693699672,0.011023119130120218
3.467718577753471,0.020328241001193348
4.695385594344505,0.007779065402064855
2.302306092108485,0.022620897043025057
2.349622773951847,0.014806471501493501
0.9129129310693346,0.006500302792354695
2.983510259759692,0.03160390272521241
3.8801246303593313,0.03840606457477547
2.9027540549348925,0.0346878873556582
2.7735465928859133,0.03508914524600293
3.00228783620112,0.024097746705228573
4.209592471027909,0.017258304828507764
